id;actor;session_uuid;object_id;score;temps;total_ecrans
21247;ga2018_wdzy@yopmail.com;f730b08a-71be-4908-949e-e8d566dd7e80;778-k-ndigung-durch-den-arbeitgeber;0.00;340.00;9
21255;ga2018_c2v3@yopmail.com;90acebf3-1502-4898-809c-c3d680494251;705-quiz-2;18.00;93.00;12
21278;ga2018_9fb3@yopmail.com;0ec14e73-61e5-4f9c-b558-6d893cc92b3a;758-probezeit;75.00;137.00;6
21284;ga2018_c2v3@yopmail.com;fdcfde0d-344a-4204-95df-40bd8e3b4eaa;694-vorstellung;22.00;294.00;7
21294;ga2018_9fb3@yopmail.com;54755f30-240f-47bb-9060-a7d29d836738;759-gehalt;100.00;285.00;8
21317;ga2018_c2v3@yopmail.com;994dad5f-339a-4235-8e42-93aeb072aff7;694-vorstellung;0.00;22.00;7
21319;ga2018_c2v3@yopmail.com;6b615695-de74-4f49-b979-5d86aa6290fa;723-medizinischer-bereich;100.00;327.00;12
21323;ga2018_9fb3@yopmail.com;8a6e7f1d-1b8a-42c4-b069-b1bbda134e38;760-arbeitszeiten;0.00;126.00;11
21339;ga2018_9fb3@yopmail.com;15e556a0-276d-49c0-877c-7e7a1f72ffd1;760-arbeitszeiten;0.00;114.00;11
21355;ga2018_9fb3@yopmail.com;2b0e1207-0ae4-463e-81cb-44b0c1f17e8d;761-fallstudien-und-fragen;0.00;150.00;7
21359;ga2018_c2v3@yopmail.com;ac079cf5-e2c6-467c-a0dd-74121240911b;711-politik-und-gesetzlicher-rahmen;63.00;301.00;11
21364;ga2018_wdzy@yopmail.com;0f1952ba-83c1-49e0-b515-d07c0fb3b512;758-probezeit;75.00;278.00;6
21375;ga2018_9fb3@yopmail.com;ad323fca-6265-4873-8214-bda2abb3e79d;760-arbeitszeiten;0.00;45.00;11
21392;ga2018_9fb3@yopmail.com;f70fb83d-5a94-459c-a3ee-cc759c7c5c87;761-fallstudien-und-fragen;100.00;116.00;7
21420;ga2018_9fb3@yopmail.com;c59225c4-0155-4882-9d73-47df6dbe1ea6;762-jugendliche;100.00;176.00;5
21422;ga2018_c2v3@yopmail.com;db771af4-f1d3-4567-8cc0-27e35d6ac275;697-corporate-marketing-und-kommunikation;63.00;85.00;10
21442;ga2018_wdzy@yopmail.com;e028e4f0-d765-4710-af41-652993f57ab1;759-gehalt;75.00;304.00;8
21443;ga2018_c2v3@yopmail.com;20d7955f-7daf-44c5-875d-b5a3800a9b07;698-nescens-programm;0.00;46.00;2
21450;ga2018_c2v3@yopmail.com;7e5d582e-0407-4af0-9339-1a26f0ac3b27;699-die-dienstleistungen-f-r-den-patienten;100.00;479.00;18
21453;ga2018_9fb3@yopmail.com;bb3a0523-4559-4f80-a7d7-e62fb7c5f059;764-psychosoziale-risiken;100.00;112.00;5
21480;ga2018_9fb3@yopmail.com;a4d92483-a413-4ba5-ac4b-294f2c70588b;765-urlaub;50.00;396.00;14
21503;ga2018_wdzy@yopmail.com;2bb6fa57-0076-4d6f-95de-c5e31e348c7c;760-arbeitszeiten;0.00;12.00;11
21512;ga2018_wdzy@yopmail.com;706885ea-d296-4ee9-ad5a-e53fcc2701d1;760-arbeitszeiten;0.00;10.00;11
21516;ga2018_wdzy@yopmail.com;e1514245-0f74-4e0a-80de-dc4fd522987e;761-fallstudien-und-fragen;75.00;288.00;7
21521;ga2018_2kh7@yopmail.com;86566bfb-3f79-4331-b4bb-84167c969778;726-les-contrats-de-travail;0.00;108.00;12
21571;ga2018_2kh7@yopmail.com;dd927ed7-327a-4e71-a251-90428b8b56a1;728-periode-d-essai;0.00;9.00;6
21573;ga2018_2kh7@yopmail.com;dba3117e-e667-4e96-8617-c14894e1f348;726-les-contrats-de-travail;0.00;48.00;12
21579;ga2018_c2v3@yopmail.com;4882cc04-1303-4715-8c43-3c91caf6e273;700-die-qualitat;0.00;340.00;12
21594;ga2018_9fb3@yopmail.com;d89db5cb-2b24-4100-bc1b-ee54ba7fea43;765-urlaub;50.00;49.00;14
21606;ga2018_2kh7@yopmail.com;0ba8e652-d27b-4fbe-9050-66a115cd7b93;726-les-contrats-de-travail;38.00;271.00;12
21621;ga2018_wdzy@yopmail.com;da596d90-f0a3-4f79-861b-fab093a53c69;760-arbeitszeiten;0.00;8.00;11
21622;ga2018_9fb3@yopmail.com;8361fc78-c0e2-4f77-b4e9-0a20213f85c4;765-urlaub;100.00;35.00;14
21640;ga2018_9fb3@yopmail.com;b6770474-cbfa-43de-9b12-3cc9460a4816;766-unbezahlter-urlaub;100.00;286.00;7
21653;ga2018_c2v3@yopmail.com;9d6f817c-4f76-4476-ae62-b8a3bc275fdb;703-ausbildung;0.00;2.00;5
21657;ga2018_2kh7@yopmail.com;ed1586a3-8bd7-4148-988d-7dea61540207;726-les-contrats-de-travail;100.00;36.00;12
21658;ga2018_c2v3@yopmail.com;310f04ff-9b44-4c78-a772-c7d229236e61;701-informatik;100.00;68.00;4
21666;ga2018_2kh7@yopmail.com;de71cd30-a8ed-48bc-a426-71ed25655066;727-responsabilites-et-obligations-de-lremployeur-et-du-travailleur;100.00;307.00;6
21672;ga2018_c2v3@yopmail.com;cee9f0cd-b407-483e-8d24-9926f0e8bf71;702-personal-vorsorge-und-mitarbeiterbeurteilung;0.00;233.00;7
21673;ga2018_wdzy@yopmail.com;59788f0f-9464-4704-b538-7f0de95fb222;760-arbeitszeiten;0.00;80.00;11
21677;ga2018_9fb3@yopmail.com;ef6cfd07-212b-4075-a06c-5c094d679732;816-krankheits-und-unfallbedingte-abwesenheit;0.00;10.00;1
21682;ga2018_9fb3@yopmail.com;6e78dc49-79b0-4f8a-a2fd-01675b0aa91c;765-urlaub;0.00;22.00;14
21688;ga2018_9fb3@yopmail.com;0cb6a884-498a-488c-afb1-fe22b2dadda6;816-krankheits-und-unfallbedingte-abwesenheit;0.00;6.00;1
21693;ga2018_9fb3@yopmail.com;eaed77ff-20b7-441d-a652-a7d5a4b74608;765-urlaub;75.00;45.00;14
21718;ga2018_wdzy@yopmail.com;5ae48427-ae3c-4997-ab24-8b845f835e78;760-arbeitszeiten;0.00;10.00;11
21720;ga2018_9fb3@yopmail.com;ad78dce5-834a-4c3f-9f9a-ea946d7bc008;767-das-prinzip-der-3-saulen;0.00;444.00;2
21723;ga2018_wdzy@yopmail.com;6edaadd6-55a4-46a9-b528-c32cf5fdc086;762-jugendliche;67.00;246.00;5
21724;ga2018_8r2s@yopmail.com;3f519424-4e5e-4d88-8c53-4aa3f600870b;754-ziel-des-moduls;0.00;43.00;1
21728;ga2018_c2v3@yopmail.com;10d7d7bb-1caa-4c32-b254-dca996adeee3;703-ausbildung;0.00;71.00;5
21731;ga2018_8r2s@yopmail.com;df979ddc-736b-45b0-be02-3b2b654657f6;755-verhalten-des-mitarbeitenden;0.00;318.00;5
21742;ga2018_c2v3@yopmail.com;a313de07-8bf3-4453-af54-45ed98a668c6;704-genolier-foundation;50.00;71.00;3
21751;ga2018_wdzy@yopmail.com;58b44f89-4307-4f8d-93a0-31739cb38f58;763-schwangerschaft-und-mutterschutz;75.00;612.00;18
21752;ga2018_c2v3@yopmail.com;c65c521e-b38b-4588-bd53-40848bdeca21;706-quiz-1;0.00;3.00;14
21754;ga2018_2kh7@yopmail.com;1a38a109-d270-4b9f-bca6-61d04acf315f;728-periode-d-essai;75.00;201.00;6
21763;ga2018_9fb3@yopmail.com;22d514a7-92a2-4861-8627-b3b22099fccb;769-ahv;0.00;19.00;2
21768;ga2018_9fb3@yopmail.com;a6f63665-4e77-485b-ba6a-eaf198f36464;770-iv;0.00;30.00;2
21774;ga2018_2kh7@yopmail.com;d160096a-5356-4fd2-90f8-fd0117714e1f;728-periode-d-essai;100.00;12.00;6
21775;ga2018_9fb3@yopmail.com;5dd5ea42-5345-4ccb-9ddb-af84843e1aa0;769-ahv;0.00;104.00;2
21782;ga2018_2kh7@yopmail.com;45595a9c-808d-4d90-8aec-e3082fb76d57;728-periode-d-essai;100.00;87.00;6
21790;ga2018_9fb3@yopmail.com;4d495b14-fd42-47a7-90ff-cf23479c7c96;770-iv;0.00;216.00;2
21795;ga2018_2kh7@yopmail.com;a25105ab-4c72-400f-afd5-4b35eba658c5;729-salaire;0.00;61.00;8
21800;ga2018_2kh7@yopmail.com;8112cf8f-b311-4814-9030-fbfafdd20ddc;728-periode-d-essai;100.00;33.00;6
21819;ga2018_2kh7@yopmail.com;b70d0abf-1937-45fb-9c25-6287d77b242f;729-salaire;100.00;299.00;8
21825;ga2018_wdzy@yopmail.com;ba9b2bad-2796-48d4-bf34-74ba685b9214;764-psychosoziale-risiken;100.00;180.00;5
21837;ga2018_9fb3@yopmail.com;8c6adb1f-c8ae-45be-affe-b0d04ed1297e;771-ktg-militardienst-und-mutterschaft;0.00;31.00;3
21843;ga2018_wdzy@yopmail.com;5a587888-f4a3-4d43-83f4-127a6f161e94;765-urlaub;0.00;200.00;14
21845;ga2018_9fb3@yopmail.com;f54cb5c9-8577-422f-99e4-8841b6ec0a37;772-arbeitslosenversicherung;0.00;80.00;1
21846;ga2018_9nwc@yopmail.com;2c841492-0821-466e-8b2a-479c10644474;727-responsabilites-et-obligations-de-lremployeur-et-du-travailleur;100.00;373.00;6
21847;ga2018_2kh7@yopmail.com;f266542b-04ce-45bf-a6c6-f426980c4fd8;730-horaires-de-travail;0.00;468.00;11
21852;ga2018_9fb3@yopmail.com;c599c0c3-90cd-4833-9f47-131a651bed00;773-familienzulagen;0.00;231.00;4
21860;ga2018_hl7h@yopmail.com;4343c566-41c0-4095-96d8-b1a464b68673;754-ziel-des-moduls;0.00;10.00;1
21863;ga2018_hl7h@yopmail.com;3e4008a6-2964-4860-bc40-28bde825507f;755-verhalten-des-mitarbeitenden;67.00;138.00;5
21871;ga2018_wdzy@yopmail.com;576e76e0-919c-408e-8ed5-173891e75dac;765-urlaub;75.00;842.00;14
21876;ga2018_hl7h@yopmail.com;eee0bad1-64dc-4ad0-ad4b-1cccf5071de4;755-verhalten-des-mitarbeitenden;0.00;146.00;5
21878;ga2018_9fb3@yopmail.com;1e200269-f49d-4529-aa7f-5dd972327c00;774-ktg-unfall-und-krankheit;0.00;125.00;10
21896;ga2018_9nwc@yopmail.com;63f82cc9-edca-4d48-9108-2c61707d4b5d;728-periode-d-essai;0.00;98.00;6
21906;ga2018_9fb3@yopmail.com;3cae88e4-bcdf-412c-a70a-a069e4c3a3c2;774-ktg-unfall-und-krankheit;0.00;297.00;10
21912;ga2018_9nwc@yopmail.com;22b03708-4b29-498c-8df0-b7474f5ee398;748-resiliation-par-l-employeur;0.00;6.00;9
21914;ga2018_2kh7@yopmail.com;ad653cf3-72e1-4366-93a7-c8acb2254d00;731-etudes-de-cas-et-questions;0.00;178.00;7
21915;ga2018_9nwc@yopmail.com;3056a2c7-5e44-4740-9605-87df8fe98b9e;728-periode-d-essai;50.00;206.00;6
21918;ga2018_hl7h@yopmail.com;107a08fd-a6b4-4f5d-9fdd-039571867bbe;755-verhalten-des-mitarbeitenden;0.00;18.00;5
21928;ga2018_hl7h@yopmail.com;451963df-03aa-458a-9f5a-ba82572c71c2;756-arbeitsvertrage;88.00;138.00;12
21929;ga2018_4sca@yopmail.com;d73ac9ef-cf61-435a-a91b-25510d43bbd1;724-but-du-module;0.00;30.00;1
21934;ga2018_4sca@yopmail.com;5a5dfb47-6ed1-4b78-b11d-652f3e3fc9fe;725-conduite-du-collaborateur;0.00;174.00;5
21954;ga2018_2kh7@yopmail.com;890d6ddb-9018-4c48-b7a4-843783dc7b80;731-etudes-de-cas-et-questions;75.00;52.00;7
21969;ga2018_hl7h@yopmail.com;76711d99-36b3-4dd1-9649-7e99ef9e4961;757-verpflichtungen-von-arbeitgeber-und-arbeitnehmer;67.00;37.00;6
21979;ga2018_2kh7@yopmail.com;36e2b6b7-c59e-4929-9fc5-1036f0543638;731-etudes-de-cas-et-questions;25.00;8.00;7
21986;ga2018_9nwc@yopmail.com;16a16997-963e-43a3-a652-e1429318762b;729-salaire;75.00;593.00;8
21987;ga2018_2kh7@yopmail.com;f6884e8b-c622-4212-aa8f-0ae07d3bfdae;731-etudes-de-cas-et-questions;25.00;5.00;7
21994;ga2018_2kh7@yopmail.com;9be17707-6c1e-41e6-8248-d91830d48c2d;731-etudes-de-cas-et-questions;0.00;14.00;7
21995;ga2018_hl7h@yopmail.com;e05adcd6-e7fc-49dd-aac8-e951efec3b9c;758-probezeit;25.00;59.00;6
22007;ga2018_9fb3@yopmail.com;40c7eef7-4eec-41ab-8a4a-e25c3f6d92f8;771-ktg-militardienst-und-mutterschaft;0.00;1210.00;3
22012;ga2018_2kh7@yopmail.com;b3eec3b2-57f9-4bad-abf5-6497af5ad6e9;731-etudes-de-cas-et-questions;100.00;28.00;7
22021;ga2018_4sca@yopmail.com;920df8d7-eb6d-4b01-acc7-770900de3a85;726-les-contrats-de-travail;0.00;4.00;12
22026;ga2018_2kh7@yopmail.com;2bc91241-4fb8-493d-ac4f-cd3ee2e9e4b1;731-etudes-de-cas-et-questions;0.00;4.00;7
22028;ga2018_4sca@yopmail.com;fb5fec29-7f04-4b25-8753-21a37a7d8ee6;725-conduite-du-collaborateur;100.00;148.00;5
22031;ga2018_hl7h@yopmail.com;ded1e815-595b-4f36-a649-deed0283b888;759-gehalt;75.00;83.00;8
22046;ga2018_4sca@yopmail.com;134ce8da-eb0a-4240-a106-ed2cf2f9ad6c;726-les-contrats-de-travail;25.00;457.00;12
22053;ga2018_wdzy@yopmail.com;e19936ab-05af-4561-b41c-370355681305;766-unbezahlter-urlaub;83.00;345.00;7
22057;ga2018_hl7h@yopmail.com;07606bf2-18d0-4160-83e4-e1855a93e78a;760-arbeitszeiten;0.00;88.00;11
22092;ga2018_hl7h@yopmail.com;70d8b6d2-06cf-44e6-b33c-a340defe5e23;761-fallstudien-und-fragen;50.00;45.00;7
22107;ga2018_hl7h@yopmail.com;2e85ce92-f0e1-4cef-a85b-2ef2a4a4cc29;762-jugendliche;100.00;61.00;5
22124;ga2018_hl7h@yopmail.com;14f9cc37-7ae3-4c16-9374-ba5720bcb28c;763-schwangerschaft-und-mutterschutz;63.00;258.00;18
22140;ga2018_9nwc@yopmail.com;d3fac0ee-3da2-4f7c-a8e2-cb27f23651bb;729-salaire;0.00;0.00;8
22153;ga2018_wdzy@yopmail.com;58988e7f-e9a5-4d7f-a8e5-88d14b370bbd;816-krankheits-und-unfallbedingte-abwesenheit;0.00;420.00;1
22155;ga2018_9nwc@yopmail.com;9174451f-e2e8-4b9d-afcc-81261580d1e6;730-horaires-de-travail;0.00;779.00;11
22171;ga2018_hl7h@yopmail.com;73a7445d-726a-4d00-b3f7-93512f32b975;764-psychosoziale-risiken;100.00;36.00;5
22179;ga2018_hl7h@yopmail.com;645d95d6-c826-4aa3-8482-d045b7dc470a;765-urlaub;25.00;139.00;14
22200;ga2018_hl7h@yopmail.com;71db9f02-f0b0-4579-8e9f-59710d1fd848;816-krankheits-und-unfallbedingte-abwesenheit;0.00;14.00;1
22203;ga2018_hl7h@yopmail.com;4f1f2dca-5cf6-4828-b9e0-bdacf1329fe6;765-urlaub;100.00;37.00;14
22224;ga2018_hl7h@yopmail.com;de44fbb5-f855-46dd-b66b-ecdeb9b1e59a;766-unbezahlter-urlaub;100.00;61.00;7
22227;ga2018_wdzy@yopmail.com;7fe10b76-f760-4c2b-a4b4-255724fa7aed;767-das-prinzip-der-3-saulen;0.00;28.00;2
22235;ga2018_wdzy@yopmail.com;705f3dab-3c27-4b4b-a5a7-2865b9fb4e73;769-ahv;0.00;156.00;2
22238;ga2018_hl7h@yopmail.com;6f85bde3-7be0-4835-abb1-a1fbd24ccfda;816-krankheits-und-unfallbedingte-abwesenheit;0.00;8.00;1
22240;ga2018_hl7h@yopmail.com;9c1c0664-2a1e-41ad-af90-3b9ce80a3a43;816-krankheits-und-unfallbedingte-abwesenheit;0.00;0.00;1
22243;ga2018_hl7h@yopmail.com;3edb6914-7fa9-4dab-9fd6-b7e7a8b9fb00;765-urlaub;100.00;27.00;14
22261;ga2018_hl7h@yopmail.com;2b311afe-1f8d-422a-bec5-71d4f452b693;767-das-prinzip-der-3-saulen;0.00;7.00;2
22264;ga2018_hl7h@yopmail.com;c4f82e31-9af4-4f59-8bd5-9ed23222817a;769-ahv;0.00;13.00;2
22268;ga2018_hl7h@yopmail.com;ff1cdaa6-2b31-4e57-a6a4-d1da785a9248;770-iv;0.00;8.00;2
22272;ga2018_hl7h@yopmail.com;44e9c653-8944-450f-bc81-55517487dc06;771-ktg-militardienst-und-mutterschaft;0.00;8.00;3
22276;ga2018_hl7h@yopmail.com;29715e0a-a4c1-483e-865c-eda7573ab44c;772-arbeitslosenversicherung;0.00;2.00;1
22279;ga2018_hl7h@yopmail.com;f6e84adb-de89-4c4d-915b-169f19da8c3b;773-familienzulagen;0.00;21.00;4
22280;ga2018_wdzy@yopmail.com;4b01696d-ca95-4dda-b552-49c7bd32c66c;770-iv;0.00;112.00;2
22285;ga2018_hl7h@yopmail.com;db3ef9ed-36a5-49b6-b7e7-0b3de68f0b5f;774-ktg-unfall-und-krankheit;0.00;17.00;10
22299;ga2018_hl7h@yopmail.com;6f7da311-deaf-4f92-a1f3-44ff580a4ce8;775-bvg;0.00;7.00;3
22303;ga2018_hl7h@yopmail.com;d9a08968-fb09-4c28-91ea-6fe14ad0a9a9;776-fallstudien-und-fragen;37.00;56.00;4
22315;ga2018_wdzy@yopmail.com;b7075fbf-eb04-430b-b633-c5a84e69957a;771-ktg-militardienst-und-mutterschaft;0.00;85.00;3
22317;ga2018_9nwc@yopmail.com;e1660ebb-196e-434d-a1a4-19576baf51eb;731-etudes-de-cas-et-questions;100.00;279.00;7
22318;ga2018_hl7h@yopmail.com;4a86ca8c-a3f9-4498-a3d4-9727da3c7e5d;777-anderung-des-beschaftigungsverhaltnisses;67.00;63.00;6
22333;ga2018_wdzy@yopmail.com;8359d6c5-1dc5-4fe1-aee1-5b2edfdb3989;772-arbeitslosenversicherung;0.00;57.00;1
22335;ga2018_9fb3@yopmail.com;0c7c5e5f-9bda-4a54-a7b1-c765b9d90889;775-bvg;0.00;18.00;3
22337;ga2018_hl7h@yopmail.com;7d855985-ef54-4e0e-bf96-902abbf4e4fc;778-k-ndigung-durch-den-arbeitgeber;0.00;44.00;9
22338;ga2018_k7e6@yopmail.com;521fb32e-64c4-4f2c-838f-406779cd0ed3;674-strategie-et-croissance;100.00;26.00;6
22342;ga2018_9fb3@yopmail.com;d4494065-30d7-42b3-a3a8-ae557cd44fc5;776-fallstudien-und-fragen;70.00;557.00;4
22357;ga2018_k7e6@yopmail.com;bad5a7b7-d69f-47e8-9dfc-67f032b815e5;677-affaires-medicales;100.00;1897.00;12
22358;ga2018_hl7h@yopmail.com;57c4d277-0ae0-4b27-a2e3-7545eb89d50a;779-k-ndigung-durch-den-arbeitnehmer;0.00;7.00;3
22361;ga2018_wdzy@yopmail.com;147e95fa-4433-4c72-93ab-d62d1ce8a712;773-familienzulagen;0.00;265.00;4
22364;ga2018_hl7h@yopmail.com;c7806055-6718-4a3e-b87a-b1e5e5f14d57;780-andere-falle-einer-vertragsbeendigung;0.00;7.00;3
22368;ga2018_hl7h@yopmail.com;5c865003-ed7a-428d-ac28-edcc38de0819;781-arbeitszeugnis;0.00;7.00;3
22372;ga2018_hl7h@yopmail.com;314ca138-d96f-4d6b-b902-4b688677bee5;782-fallstudien-und-fragen;50.00;69.00;11
22395;ga2018_hl7h@yopmail.com;20dc6a8f-4c2f-4b89-85bb-d8c8c355408e;783-quiz;77.00;284.00;19
22407;ga2018_9nwc@yopmail.com;15f9893c-e057-4bb9-9c9a-fe599e8d2ade;732-jeunes-travailleurs;67.00;230.00;5
22432;ga2018_wdzy@yopmail.com;ce25bada-5abf-4c73-beba-dc1148e493e8;774-ktg-unfall-und-krankheit;0.00;652.00;10
22475;ga2018_9nwc@yopmail.com;a7162b84-8a8a-42ec-b4b7-638753a34835;733-femmes-enceintes-et-maternite;75.00;449.00;18
22498;ga2018_9fb3@yopmail.com;17b1c78a-cae1-4235-82ac-7c9513097f34;778-k-ndigung-durch-den-arbeitgeber;0.00;7.00;9
22504;ga2018_9fb3@yopmail.com;4bf901c4-9ca7-4366-a9c5-de160f4ecdca;777-anderung-des-beschaftigungsverhaltnisses;0.00;338.00;6
22521;ga2018_9nwc@yopmail.com;14d3bc46-d1d0-4064-bd11-60586617941a;734-risques-psychosociaux;100.00;180.00;5
22526;ga2018_wdzy@yopmail.com;aa2c76c6-418b-4a36-ba18-7d0bc6163bf7;775-bvg;0.00;119.00;3
22529;ga2018_8r2s@yopmail.com;c514ddb5-6bd2-402f-9801-f425d51ce12c;755-verhalten-des-mitarbeitenden;100.00;336.00;5
22542;ga2018_wdzy@yopmail.com;bceafac0-0a96-4bdf-9813-6b65ca2792a8;776-fallstudien-und-fragen;70.00;270.00;4
22547;ga2018_9fb3@yopmail.com;56a7d99f-233e-4a8a-ac67-64eb1eacc3ff;777-anderung-des-beschaftigungsverhaltnisses;100.00;40.00;6
22551;ga2018_9nwc@yopmail.com;f016c3e5-fce2-4452-8465-0c80f4ffb7ed;735-vacances;75.00;617.00;14
22559;ga2018_9fb3@yopmail.com;6aa0d0d9-ee0a-407b-9759-e18d48cf57d7;778-k-ndigung-durch-den-arbeitgeber;0.00;3.00;9
22563;ga2018_9fb3@yopmail.com;dd03f170-4858-46ff-93b7-c88e4d6bc92d;778-k-ndigung-durch-den-arbeitgeber;0.00;11.00;9
22574;ga2018_9fb3@yopmail.com;50a38b4d-15e7-436e-bfc4-943dc99cd373;779-k-ndigung-durch-den-arbeitnehmer;0.00;10.00;3
22580;ga2018_9fb3@yopmail.com;12734693-4836-4a3b-ab77-044aeda9fe29;779-k-ndigung-durch-den-arbeitnehmer;0.00;18.00;3
22586;ga2018_9fb3@yopmail.com;6ea2dfdd-99dd-47db-847f-9c07ebc4de9c;780-andere-falle-einer-vertragsbeendigung;0.00;42.00;3
22593;ga2018_9fb3@yopmail.com;65d6b166-a15d-4fc3-b53d-85e5193e532e;781-arbeitszeugnis;0.00;12.00;3
22597;ga2018_9fb3@yopmail.com;09d9d483-d7b3-482b-a3bd-dd6c7cbd8b1b;782-fallstudien-und-fragen;83.00;423.00;11
22613;ga2018_8r2s@yopmail.com;6d25a85c-3ad9-49ab-b99e-791935d21496;756-arbeitsvertrage;0.00;128.00;12
22616;ga2018_wdzy@yopmail.com;f4f2dd9f-0b92-42cf-ae9d-218b4bdadf69;777-anderung-des-beschaftigungsverhaltnisses;67.00;1745.00;6
22621;ga2018_8r2s@yopmail.com;b115414b-d85c-40d6-89ca-2f81ee75c217;778-k-ndigung-durch-den-arbeitgeber;0.00;481.00;9
22648;ga2018_9fb3@yopmail.com;89a095aa-dafe-4269-b6ea-f1486d2fe2d2;783-quiz;70.00;698.00;19
22663;ga2018_9nwc@yopmail.com;32b9d420-b909-4652-8d3f-e961571b250a;736-conge-non-paye;100.00;238.00;7
22668;ga2018_k7e6@yopmail.com;fd4b3891-5328-4f09-b9c4-94cb78f90aaa;678-politique-et-cadre-legal;17.00;332.00;11
22674;ga2018_8r2s@yopmail.com;6953028f-e514-4911-91e2-2e427fa2be6e;756-arbeitsvertrage;88.00;544.00;12
22712;ga2018_k7e6@yopmail.com;c4f68f88-db1b-4e45-bd96-03f103a09725;678-politique-et-cadre-legal;83.00;769.00;11
22727;ga2018_9nwc@yopmail.com;e373773a-cffa-4a23-b911-3be9dd12d440;814-absence-pour-maladie-et-accident;0.00;54.00;1
22738;ga2018_9nwc@yopmail.com;83ad625c-eeb6-475f-9e08-eef97b5efd4b;735-vacances;0.00;14.00;14
22742;ga2018_9nwc@yopmail.com;0ef2af4f-d9b1-45f6-bd4d-e69d40aec0a5;814-absence-pour-maladie-et-accident;0.00;2.00;1
22749;ga2018_9nwc@yopmail.com;75d642a4-d286-4d8d-8261-c4fc096fe7ee;747-modification-des-rapports-de-travail;100.00;232.00;6
22761;ga2018_8r2s@yopmail.com;bcb8f8a9-0cc9-4106-bafc-5991c6d2211d;757-verpflichtungen-von-arbeitgeber-und-arbeitnehmer;67.00;416.00;6
22845;ga2018_8r2s@yopmail.com;05bd8c34-c88e-4791-a376-7a4054a7eaab;758-probezeit;50.00;464.00;6
22851;ga2018_k7e6@yopmail.com;10307511-8cd1-4bf5-b9f2-2bfa06c3fc3b;678-politique-et-cadre-legal;50.00;25.00;11
22855;ga2018_k7e6@yopmail.com;f313dcfe-fc97-4581-973e-de35c364bf36;678-politique-et-cadre-legal;44.00;29.00;11
22861;ga2018_k7e6@yopmail.com;144db07b-f675-48e4-9887-d4fe34aebb1a;678-politique-et-cadre-legal;50.00;25.00;11
22866;ga2018_k7e6@yopmail.com;b7490bd8-af09-4646-98c8-e16327455eb3;678-politique-et-cadre-legal;6.00;45.00;11
22887;ga2018_wdzy@yopmail.com;32f3c253-311b-48fc-bf03-c039ae316d33;778-k-ndigung-durch-den-arbeitgeber;0.00;21.00;9
22888;ga2018_k7e6@yopmail.com;cbadf883-9e5c-4b25-b192-69d88b90c706;678-politique-et-cadre-legal;50.00;57.00;11
22892;ga2018_wdzy@yopmail.com;2f1c0b25-252b-483a-a761-b71b6568dd73;778-k-ndigung-durch-den-arbeitgeber;0.00;8.00;9
22903;ga2018_wdzy@yopmail.com;cef73d72-f423-4366-834f-77b3210df292;779-k-ndigung-durch-den-arbeitnehmer;0.00;133.00;3
22904;ga2018_k7e6@yopmail.com;dd7fe64d-4e83-4b59-828c-c717cd665d4c;678-politique-et-cadre-legal;100.00;44.00;11
22933;ga2018_k7e6@yopmail.com;80b6b414-0c10-46a6-a399-2e0b817f9af1;681-corporate-marketing-et-communication;100.00;759.00;10
22937;ga2018_wdzy@yopmail.com;615afac9-8f19-43e7-b1b1-f3a360e0f1ee;780-andere-falle-einer-vertragsbeendigung;0.00;147.00;3
22941;ga2018_8r2s@yopmail.com;8ccc1e6c-a2fe-4733-9071-996e0a387981;759-gehalt;75.00;658.00;8
22944;ga2018_wdzy@yopmail.com;3a715f17-9eab-4925-83db-10ada3ad1ec9;781-arbeitszeugnis;0.00;231.00;3
22956;ga2018_wdzy@yopmail.com;471c684d-6384-4b8c-952a-761b71c295f9;782-fallstudien-und-fragen;83.00;531.00;11
22971;ga2018_k7e6@yopmail.com;19d0cd48-c186-49c8-9172-40e5dd1c5a35;683-programme-nescens;0.00;2905.00;2
22990;ga2018_p863@yopmail.com;164c6258-a0bf-447c-b5a0-601a078fccca;694-vorstellung;33.00;247.00;7
23011;ga2018_p863@yopmail.com;057c0a94-6535-4e04-ae48-e28bbf76d19d;694-vorstellung;78.00;184.00;7
23028;ga2018_p863@yopmail.com;2972facf-4f85-4ef3-bb98-d0185dc75ff4;696-strategie-und-wachstum;100.00;359.00;6
23066;ga2018_p863@yopmail.com;47d0bc89-fa08-450f-82e7-7b10ee83de18;694-vorstellung;100.00;59.00;7
23069;ga2018_p863@yopmail.com;c50a6718-a204-4628-b297-fd84184ed033;723-medizinischer-bereich;100.00;348.00;12
23107;ga2018_p863@yopmail.com;f4fc8d14-558f-4d5d-87aa-3957cec32eaa;711-politik-und-gesetzlicher-rahmen;0.00;134.00;11
23139;ga2018_c3cn@yopmail.com;8f13d77b-f879-4489-bb2b-31cb372a17d2;726-les-contrats-de-travail;0.00;242.00;12
23145;ga2018_p863@yopmail.com;e862188c-0525-4d6b-a619-ed8e21c31c12;711-politik-und-gesetzlicher-rahmen;69.00;204.00;11
23170;ga2018_p863@yopmail.com;67cc0724-396a-4478-ba48-e12ead3de419;711-politik-und-gesetzlicher-rahmen;0.00;11.00;11
23174;ga2018_c3cn@yopmail.com;56b0aeaf-e6c5-4aa0-adc4-1cda22141bd4;728-periode-d-essai;0.00;130.00;6
